name,id,category,href,images,semantic_features
T-shirt Moosa Head,1595,du-style,https://www.lesraffineurs.com/du-style/1595-t-shirt-moosa-head.html,"['https://lesraffineurs.b-cdn.net/13404-large_default/t-shirt-moosa-head.jpg', 'https://lesraffineurs.b-cdn.net/13405-large_default/t-shirt-moosa-head.jpg']",
Bathtub Gin,1373,du-gosier,https://www.lesraffineurs.com/du-gosier/1373-bathtub-gin.html,"['https://lesraffineurs.b-cdn.net/11847-large_default/bathtub-gin.jpg', 'https://lesraffineurs.b-cdn.net/11849-large_default/bathtub-gin.jpg', 'https://lesraffineurs.b-cdn.net/11848-large_default/bathtub-gin.jpg']",
Coffret découverte huile d’olive,1263,du-palais,https://www.lesraffineurs.com/du-palais/1263-coffret-decouverte-huile-dolive.html,"['https://lesraffineurs.b-cdn.net/10831-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10833-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10819-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10820-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10822-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10823-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10824-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10825-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10826-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10827-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10829-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10830-large_default/coffret-decouverte-huile-dolive.jpg', 'https://lesraffineurs.b-cdn.net/10828-large_default/coffret-decouverte-huile-dolive.jpg']",
Work folio by Bellroy,1226,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1226-organisateur-ipad-work-folio-bellroy.html,"['https://lesraffineurs.b-cdn.net/10409-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10408-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10407-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10400-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10406-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10402-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10403-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10405-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10401-large_default/organisateur-ipad-work-folio-bellroy.jpg', 'https://lesraffineurs.b-cdn.net/10404-large_default/organisateur-ipad-work-folio-bellroy.jpg']",
Montre Miansai M12 - cadran argenté,1392,du-style,https://www.lesraffineurs.com/du-style/1392-montre-miansai-m12.html,"['https://lesraffineurs.b-cdn.net/11761-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11756-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11757-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11759-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11755-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11758-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/11760-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/13037-large_default/montre-miansai-m12.jpg', 'https://lesraffineurs.b-cdn.net/13039-large_default/montre-miansai-m12.jpg']",
Bretelles finitions cuir,1472,du-style,https://www.lesraffineurs.com/du-style/1472-bretelles-larges-finitions-cuir.html,"['https://lesraffineurs.b-cdn.net/12101-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12099-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12100-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12095-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12096-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12097-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12098-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12692-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12693-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12102-large_default/bretelles-larges-finitions-cuir.jpg', 'https://lesraffineurs.b-cdn.net/12103-large_default/bretelles-larges-finitions-cuir.jpg']",
T-shirt After Surf,1594,du-style,https://www.lesraffineurs.com/du-style/1594-t-shirt-after-surf.html,"['https://lesraffineurs.b-cdn.net/13520-large_default/t-shirt-after-surf.jpg', 'https://lesraffineurs.b-cdn.net/13521-large_default/t-shirt-after-surf.jpg']",
Presse à burgers,1440,du-palais,https://www.lesraffineurs.com/du-palais/1440-presse-a-burgers.html,"['https://lesraffineurs.b-cdn.net/11966-large_default/presse-a-burgers.jpg', 'https://lesraffineurs.b-cdn.net/11967-large_default/presse-a-burgers.jpg']",
The Homemade Gin Kit,1157,du-gosier,https://www.lesraffineurs.com/du-gosier/1157-the-homemade-gin-kit.html,"['https://lesraffineurs.b-cdn.net/9803-large_default/the-homemade-gin-kit.jpg', 'https://lesraffineurs.b-cdn.net/9804-large_default/the-homemade-gin-kit.jpg', 'https://lesraffineurs.b-cdn.net/9805-large_default/the-homemade-gin-kit.jpg', 'https://lesraffineurs.b-cdn.net/9806-large_default/the-homemade-gin-kit.jpg', 'https://lesraffineurs.b-cdn.net/9807-large_default/the-homemade-gin-kit.jpg', 'https://lesraffineurs.b-cdn.net/9808-large_default/the-homemade-gin-kit.jpg']",
T-shirt Vieux loup,1589,du-style,https://www.lesraffineurs.com/du-style/1589-t-shirt-vieux-loup.html,"['https://lesraffineurs.b-cdn.net/13179-large_default/t-shirt-vieux-loup.jpg', 'https://lesraffineurs.b-cdn.net/13180-large_default/t-shirt-vieux-loup.jpg']",
Sac à dos Messenger by Ucon Acrobatics,1646,du-style,https://www.lesraffineurs.com/du-style/1646-sac-ucon-acrobatics-frederik.html,"['https://lesraffineurs.b-cdn.net/12983-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12982-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12981-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12974-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12984-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12979-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12976-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12980-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12978-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12975-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12972-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12987-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12988-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12985-large_default/sac-ucon-acrobatics-frederik.jpg', 'https://lesraffineurs.b-cdn.net/12986-large_default/sac-ucon-acrobatics-frederik.jpg']",
Dessous de verre en cuir,1342,du-gosier,https://www.lesraffineurs.com/du-gosier/1342-sous-verre-en-cuir.html,"['https://lesraffineurs.b-cdn.net/11406-large_default/sous-verre-en-cuir.jpg', 'https://lesraffineurs.b-cdn.net/11405-large_default/sous-verre-en-cuir.jpg']",
Affiche “50 choses à faire dans une vie”,1215,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1215-affiche-50-choses-a-faire-dans-une-vie.html,"['https://lesraffineurs.b-cdn.net/10321-large_default/affiche-50-choses-a-faire-dans-une-vie.jpg', 'https://lesraffineurs.b-cdn.net/10323-large_default/affiche-50-choses-a-faire-dans-une-vie.jpg', 'https://lesraffineurs.b-cdn.net/10324-large_default/affiche-50-choses-a-faire-dans-une-vie.jpg', 'https://lesraffineurs.b-cdn.net/10320-large_default/affiche-50-choses-a-faire-dans-une-vie.jpg', 'https://lesraffineurs.b-cdn.net/10344-large_default/affiche-50-choses-a-faire-dans-une-vie.jpg']",
Enceinte nomade multi-fonctions,1603,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1603-enceinte-nomade-multi-fonctions.html,"['https://lesraffineurs.b-cdn.net/12937-large_default/enceinte-nomade-multi-fonctions.jpg', 'https://lesraffineurs.b-cdn.net/13022-large_default/enceinte-nomade-multi-fonctions.jpg', 'https://lesraffineurs.b-cdn.net/12939-large_default/enceinte-nomade-multi-fonctions.jpg', 'https://lesraffineurs.b-cdn.net/12940-large_default/enceinte-nomade-multi-fonctions.jpg', 'https://lesraffineurs.b-cdn.net/12941-large_default/enceinte-nomade-multi-fonctions.jpg']",
Sac Colin by Ucon Acrobatics,1415,du-style,https://www.lesraffineurs.com/du-style/1415-sac-colin-by-ucon-acrobatics.html,"['https://lesraffineurs.b-cdn.net/11648-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11647-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11643-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11645-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11634-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11642-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11635-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11636-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11637-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11638-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11639-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11640-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11641-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/11646-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/12879-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/12880-large_default/sac-colin-by-ucon-acrobatics.jpg', 'https://lesraffineurs.b-cdn.net/12881-large_default/sac-colin-by-ucon-acrobatics.jpg']",
Rhum Ryoma,901,du-gosier,https://www.lesraffineurs.com/du-gosier/901-rhum-ryoma.html,"['https://lesraffineurs.b-cdn.net/7729-large_default/rhum-ryoma.jpg', 'https://lesraffineurs.b-cdn.net/7730-large_default/rhum-ryoma.jpg', 'https://lesraffineurs.b-cdn.net/7731-large_default/rhum-ryoma.jpg']",
Porte-cartes imperméables by Pioneer,1680,du-style,https://www.lesraffineurs.com/du-style/1680-porte-cartes-impermeables-by-pioneer.html,"['https://lesraffineurs.b-cdn.net/13451-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13294-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13301-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13446-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13448-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13295-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13447-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13450-large_default/porte-cartes-impermeables-by-pioneer.jpg', 'https://lesraffineurs.b-cdn.net/13449-large_default/porte-cartes-impermeables-by-pioneer.jpg']",
Briefcase Bleu de Chauffe,939,du-style,https://www.lesraffineurs.com/du-style/939-briefcase-bleu-de-chauffe.html,"['https://lesraffineurs.b-cdn.net/8137-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8136-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8135-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8134-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8132-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8100-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8102-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/9148-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/12268-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/9152-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/9151-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/9149-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/9150-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/8116-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/12265-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/12266-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/12267-large_default/briefcase-bleu-de-chauffe.jpg', 'https://lesraffineurs.b-cdn.net/12883-large_default/briefcase-bleu-de-chauffe.jpg']",
Whisky Togouchi Kiwami,1456,du-gosier,https://www.lesraffineurs.com/du-gosier/1456-whisky-toguchi-kiwami.html,"['https://lesraffineurs.b-cdn.net/12446-large_default/whisky-toguchi-kiwami.jpg', 'https://lesraffineurs.b-cdn.net/12445-large_default/whisky-toguchi-kiwami.jpg', 'https://lesraffineurs.b-cdn.net/12447-large_default/whisky-toguchi-kiwami.jpg']",
Rhum du Belize,1065,du-gosier,https://www.lesraffineurs.com/du-gosier/1065-rhum-du-belize.html,"['https://lesraffineurs.b-cdn.net/9303-large_default/rhum-du-belize.jpg', 'https://lesraffineurs.b-cdn.net/9304-large_default/rhum-du-belize.jpg', 'https://lesraffineurs.b-cdn.net/9305-large_default/rhum-du-belize.jpg', 'https://lesraffineurs.b-cdn.net/9306-large_default/rhum-du-belize.jpg']",
Coffret d'épices,724,du-palais,https://www.lesraffineurs.com/du-palais/724-coffret-sur-la-route-des-epices.html,"['https://lesraffineurs.b-cdn.net/6434-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6436-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6437-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6438-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6439-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6440-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6441-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6442-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6443-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6444-large_default/coffret-sur-la-route-des-epices.jpg', 'https://lesraffineurs.b-cdn.net/6435-large_default/coffret-sur-la-route-des-epices.jpg']",
Livre La bière c'est pas sorcier,1231,du-gosier,https://www.lesraffineurs.com/du-gosier/1231-livre-la-biere-c-est-pas-sorcier.html,"['https://lesraffineurs.b-cdn.net/10410-large_default/livre-la-biere-c-est-pas-sorcier.jpg', 'https://lesraffineurs.b-cdn.net/10392-large_default/livre-la-biere-c-est-pas-sorcier.jpg', 'https://lesraffineurs.b-cdn.net/10393-large_default/livre-la-biere-c-est-pas-sorcier.jpg', 'https://lesraffineurs.b-cdn.net/10395-large_default/livre-la-biere-c-est-pas-sorcier.jpg', 'https://lesraffineurs.b-cdn.net/10394-large_default/livre-la-biere-c-est-pas-sorcier.jpg']",
Blaireau Captain Fawcett,561,du-style,https://www.lesraffineurs.com/du-style/561-blaireau-captain-fawcett.html,"['https://lesraffineurs.b-cdn.net/14968-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/14970-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/14971-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/14972-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/5562-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/5561-large_default/blaireau-captain-fawcett.jpg', 'https://lesraffineurs.b-cdn.net/5565-large_default/blaireau-captain-fawcett.jpg']",
Atlas des paradis perdus,1016,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1016-atlas-des-paradis-perdus.html,['https://lesraffineurs.b-cdn.net/8640-large_default/atlas-des-paradis-perdus.jpg'],
Couteau Old Bear,797,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/797-couteau-old-bear.html,"['https://lesraffineurs.b-cdn.net/7046-large_default/couteau-old-bear.jpg', 'https://lesraffineurs.b-cdn.net/7050-large_default/couteau-old-bear.jpg', 'https://lesraffineurs.b-cdn.net/7051-large_default/couteau-old-bear.jpg', 'https://lesraffineurs.b-cdn.net/7047-large_default/couteau-old-bear.jpg', 'https://lesraffineurs.b-cdn.net/7048-large_default/couteau-old-bear.jpg', 'https://lesraffineurs.b-cdn.net/7049-large_default/couteau-old-bear.jpg']",
Livre Les cocktails c'est pas sorcier,1327,du-gosier,https://www.lesraffineurs.com/du-gosier/1327-livre-les-cocktails-c-est-pas-sorcier.html,"['https://lesraffineurs.b-cdn.net/11675-large_default/livre-les-cocktails-c-est-pas-sorcier.jpg', 'https://lesraffineurs.b-cdn.net/11676-large_default/livre-les-cocktails-c-est-pas-sorcier.jpg']",
Porte-passeport en feutrine et cuir,1760,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1760-porte-passeport-en-feutrine-et-cuir.html,"['https://lesraffineurs.b-cdn.net/13943-large_default/porte-passeport-en-feutrine-et-cuir.jpg', 'https://lesraffineurs.b-cdn.net/13946-large_default/porte-passeport-en-feutrine-et-cuir.jpg', 'https://lesraffineurs.b-cdn.net/13947-large_default/porte-passeport-en-feutrine-et-cuir.jpg', 'https://lesraffineurs.b-cdn.net/13945-large_default/porte-passeport-en-feutrine-et-cuir.jpg']",
Sweat Bear & Sun,1596,du-style,https://www.lesraffineurs.com/du-style/1596-sweat-bear-sun.html,"['https://lesraffineurs.b-cdn.net/13406-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/13407-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/15067-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/15068-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/15069-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/15070-large_default/sweat-bear-sun.jpg', 'https://lesraffineurs.b-cdn.net/15071-large_default/sweat-bear-sun.jpg']",
Boîte à bijoux intelligente,1738,pour-elles,https://www.lesraffineurs.com/pour-elles/1738-boite-a-bijoux-intelligente.html,"['https://lesraffineurs.b-cdn.net/13748-large_default/boite-a-bijoux-intelligente.jpg', 'https://lesraffineurs.b-cdn.net/13749-large_default/boite-a-bijoux-intelligente.jpg']",
Affiche Villes Wijck Studio,1267,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1267-affiches-ville-wijck-50x70.html,"['https://lesraffineurs.b-cdn.net/10879-large_default/affiches-ville-wijck-50x70.jpg', 'https://lesraffineurs.b-cdn.net/10878-large_default/affiches-ville-wijck-50x70.jpg', 'https://lesraffineurs.b-cdn.net/10880-large_default/affiches-ville-wijck-50x70.jpg', 'https://lesraffineurs.b-cdn.net/10881-large_default/affiches-ville-wijck-50x70.jpg', 'https://lesraffineurs.b-cdn.net/10882-large_default/affiches-ville-wijck-50x70.jpg', 'https://lesraffineurs.b-cdn.net/10883-large_default/affiches-ville-wijck-50x70.jpg']",
Livre Le voyage dans la peau,1557,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1557-livre-tattoo-le-voyage-dans-la-peau.html,"['https://lesraffineurs.b-cdn.net/12662-large_default/livre-tattoo-le-voyage-dans-la-peau.jpg', 'https://lesraffineurs.b-cdn.net/12663-large_default/livre-tattoo-le-voyage-dans-la-peau.jpg', 'https://lesraffineurs.b-cdn.net/12664-large_default/livre-tattoo-le-voyage-dans-la-peau.jpg']",
Set de trois cache-pots en toile waxée,1752,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1752-cache-pot.html,"['https://lesraffineurs.b-cdn.net/13852-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/13851-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/13847-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/13849-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/13850-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/13848-large_default/cache-pot.jpg', 'https://lesraffineurs.b-cdn.net/14636-large_default/cache-pot.jpg']",
Montre 1969 About Vintage,1251,du-style,https://www.lesraffineurs.com/du-style/1251-montre-1969-about-vintage.html,"['https://lesraffineurs.b-cdn.net/11473-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11474-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11476-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11478-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11477-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11475-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/11479-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10429-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10428-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10433-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10427-large_default/montre-1969-about-vintage.jpg', 'https://lesraffineurs.b-cdn.net/10426-large_default/montre-1969-about-vintage.jpg']",
Enceinte nomade,1273,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1273-enceinte-kreafunk-agroove.html,"['https://lesraffineurs.b-cdn.net/10898-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10899-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10888-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10893-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10895-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10900-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10896-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10889-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10890-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10891-large_default/enceinte-kreafunk-agroove.jpg', 'https://lesraffineurs.b-cdn.net/10892-large_default/enceinte-kreafunk-agroove.jpg']",
Lampe en porcelaine,1221,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1221-lampe-en-porcelaine.html,"['https://lesraffineurs.b-cdn.net/10366-large_default/lampe-en-porcelaine.jpg', 'https://lesraffineurs.b-cdn.net/10355-large_default/lampe-en-porcelaine.jpg', 'https://lesraffineurs.b-cdn.net/10357-large_default/lampe-en-porcelaine.jpg', 'https://lesraffineurs.b-cdn.net/10356-large_default/lampe-en-porcelaine.jpg']",
Porte-clé décapsuleur,1366,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/1366-porte-cle-decapsuleur.html,"['https://lesraffineurs.b-cdn.net/11677-large_default/porte-cle-decapsuleur.jpg', 'https://lesraffineurs.b-cdn.net/11680-large_default/porte-cle-decapsuleur.jpg', 'https://lesraffineurs.b-cdn.net/11678-large_default/porte-cle-decapsuleur.jpg', 'https://lesraffineurs.b-cdn.net/11679-large_default/porte-cle-decapsuleur.jpg']",
Gin japonais Kinobi,691,du-gosier,https://www.lesraffineurs.com/du-gosier/691-gin-kinobi.html,"['https://lesraffineurs.b-cdn.net/6059-large_default/gin-kinobi.jpg', 'https://lesraffineurs.b-cdn.net/6058-large_default/gin-kinobi.jpg', 'https://lesraffineurs.b-cdn.net/6056-large_default/gin-kinobi.jpg', 'https://lesraffineurs.b-cdn.net/6057-large_default/gin-kinobi.jpg']",
Poésie pratique,249,du-temps-libre,https://www.lesraffineurs.com/du-temps-libre/249-poesie-pratique-contrepoint-recueil.html,"['https://lesraffineurs.b-cdn.net/14267-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14268-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14269-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14270-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14271-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14272-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/14273-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/10166-large_default/poesie-pratique-contrepoint-recueil.jpg', 'https://lesraffineurs.b-cdn.net/10165-large_default/poesie-pratique-contrepoint-recueil.jpg']",
Livre Terrarium,743,pour-elles,https://www.lesraffineurs.com/pour-elles/743-livre-terrarium.html,"['https://lesraffineurs.b-cdn.net/6473-large_default/livre-terrarium.jpg', 'https://lesraffineurs.b-cdn.net/6475-large_default/livre-terrarium.jpg', 'https://lesraffineurs.b-cdn.net/6474-large_default/livre-terrarium.jpg']",
